tokens,;ner_tags
tessuti;I-Tessuto
""",""";O
e;O
AQP1;B-Gene_o_prodotto_genico
e;O
3;B-Gene_o_prodotto_genico
-;O
5;B-Gene_o_prodotto_genico
esibito;O
differenziale;O
espressione;O
.;O
;
AQP1;B-Gene_o_prodotto_genico
era;O
espresso;O
in;O
cellula;B-Componente_cellulare
Membrane;I-Componente_cellulare
e;O
suo;O
espressione;O
era;O
in;O
cancro;B-Cancro
di;O
Quello;O
in;O
normale;B-Tessuto
tessuti;I-Tessuto
.;O
;
AQP4;B-Gene_o_prodotto_genico
era;O
espresso;O
in;O
il;O
cellula;B-Componente_cellulare
membrana;I-Componente_cellulare
e;O
citoplasma;B-Sostanza_organismo
e;O
era;O
rilevato;O
marcatamente;O
in;O
normale;O
di;O
in;O
cancro;B-Tessuto
tessuti;I-Tessuto
.;O
;
AQP5;B-Gene_o_prodotto_genico
era;O
espresso;O
principalmente;O
in;O
cellula;B-Componente_cellulare
Membrane;I-Componente_cellulare
in;O
carcinoma;B-Tessuto
tessuti;I-Tessuto
""",""";O
ma;O
era;O
quasi;O
assente;O
in;O
normale;O
Seno;B-Tessuto
tessuti;I-Tessuto
.;O
;
Espressione;O
di;O
AQP5;B-Gene_o_prodotto_genico
era;O
associato;O
cellulare;B-Cellula
differenziazione;O
""",""";O
linfa;B-Struttura_multi-tessuto
nodo;I-Struttura_multi-tessuto
invasione;O
""",""";O
e;O
clinicaopatologico;O
stamina;O
.;O
;
Conclusioni;O
:;O
Queste;O
osservazioni;O
suggerito;O
Quello;O
parecchi;O
sottotipi;O
di;O
il;O
AQP;B-Gene_o_prodotto_genico
famiglia;O
un;O
ruolo;O
in;O
umano;B-Organismo
Seno;B-Suddivisione_organismo
carcinogenesi;O
.;O
;
Ricerca;O
e;O
scoperta;O
di;O
il;O
primo;O
umano;B-Organismo
cancro;B-Cancro
virus;O
""",""";O
Htlv;B-Organismo
-;I-Organismo
1;I-Organismo
.;O
;
Umano;B-Organismo
T;I-Organismo
-;I-Organismo
cellula;I-Organismo
linfoma;I-Organismo
virus;I-Organismo
(;I-Organismo
Htlv;I-Organismo
);I-Organismo
-;I-Organismo
1;I-Organismo
era;O
il;O
primo;O
umano;B-Organismo
retrovirus;O
a;O
essere;O
scoperto;O
.;O
;
Esso;O
ha;O
stato;O
riconosciuto;O
come;O
il;O
causa;O
di;O
adulto;B-Cancro
T;I-Cancro
-;I-Cancro
cellula;I-Cancro
leucemia;I-Cancro
(;O
Atl;B-Cancro
);O
.;O
;
In;O
aggiunta;O
a;O
dando;O
un;O
storico;O
prospettiva;O
Su;O
Htlv;B-Organismo
-;I-Organismo
1;I-Organismo
e;O
Altro;O
retrovirus;O
ricerca;O
""",""";O
questo;O
carta;O
Discussioni;O
il;O
origine;O
di;O
Htlv;B-Organismo
-;I-Organismo
1;I-Organismo
";";O
il;O
Modalità;O
di;O
trasmissione;O
e;O
globale;O
Epidemiologia;O
di;O
Htlv;B-Organismo
-;I-Organismo
1;I-Organismo
infezione;O
";";O
il;O
genoma;O
di;O
Htlv;B-Organismo
-;I-Organismo
1;I-Organismo
e;O
il;O
meccanismo;O
di;O
Htlv;B-Organismo
-;I-Organismo
1;I-Organismo
-;O
indotto;O
Leucemogenesi;O
";";O
il;O
ruolo;O
di;O
Htlv;B-Organismo
-;I-Organismo
1;I-Organismo
in;O
Altro;O
malattie;O
""",""";O
e;O
recente;O
innovazioni;O
in;O
Atl;B-Cancro
terapia;O
.;O
;
Selettivo;O
inibizione;O
di;O
nucleare;B-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
cappabina;I-Gene_o_prodotto_genico
di;O
nucleare;B-Semplice_chimico
fattore;I-Semplice_chimico
-;I-Semplice_chimico
cappabina;I-Semplice_chimico
essenziale;I-Semplice_chimico
modulatore;I-Semplice_chimico
-;I-Semplice_chimico
legame;I-Semplice_chimico
dominio;I-Semplice_chimico
peptide;I-Semplice_chimico
soppressi;O
il;O
metastasi;O
di;O
altamente;O
metastatico;O
orale;B-Cancro
squamoso;I-Cancro
cellula;I-Cancro
carcinoma;I-Cancro
.;O
;
Nucleare;B-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
cappabina;I-Gene_o_prodotto_genico
(;O
Nf;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
cappabina;I-Gene_o_prodotto_genico
);O
Attivazione;O
contribuisce;O
a;O
il;O
sviluppo;O
di;O
metastasi;O
""",""";O
così;O
primo;O
a;O
un;O
povero;O
prognosi;O
in;O
molti;O
Canceri;B-Cancro
""",""";O
Compreso;O
OSCC;B-Cancro
.;O
;
però;O
""",""";O
poco;O
in;O
vivo;O
sperimentale;O
dati;O
sono;O
di;O
il;O
Effetti;O
di;O
Nf;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
cappabina;I-Gene_o_prodotto_genico
inibizione;O
Su;O
OSCC;B-Cancro
metastasi;O
.;O
;
OSCC;B-Cellula
sublines;I-Cellula
erano;O
stabilito;O
un;O
GFP;B-Gene_o_prodotto_genico
-;O
esprimere;O
genitore;B-Cellula
cellula;I-Cellula
linea;I-Cellula
""",""";O
GSAS;B-Cellula
""",""";O
e;O
designato;O
GSAS;B-Cellula
/;I-Cellula
N3;I-Cellula
e;O
N5;B-Cellula
secondo;O
a;O
il;O
in;O
vivo;O
passaggio;O
numero;O
dopo;O
cervicale;B-Struttura_multi-tessuto
linfa;I-Struttura_multi-tessuto
nodo;I-Struttura_multi-tessuto
metastasi;O
di;O
un;O
seriale;O
ortotopico;O
trapianto;O
modello;O
.;O
;
In;O
vitro;O
migrazione;O
e;O
invasione;O
erano;O
valutato;O
in;O
queste;O
cellule;B-Cellula
""",""";O
e;O
il;O
Nf;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
cappabina;I-Gene_o_prodotto_genico
Attività;O
e;O
espressione;O
di;O
Nf;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
cappabina;I-Gene_o_prodotto_genico
-;O
regolato;O
metastasi;O
-;O
imparentato;O
molecole;O
erano;O
anche;O
esaminato;O
.;O
;
In;O
in;O
vivo;O
esperimenti;O
""",""";O
il;O
metastasi;O
e;O
sopravvivenza;O
di;O
tumore;B-Cancro
-;O
Inciso;O
erano;O
monitorato;O
.;O
;
""",""";O
il;O
Effetti;O
di;O
un;O
selettivo;O
Nf;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
cappabina;I-Gene_o_prodotto_genico
inibitore;O
""",""";O
Nemo;B-Semplice_chimico
-;I-Semplice_chimico
legame;I-Semplice_chimico
dominio;I-Semplice_chimico
(;I-Semplice_chimico
Nbd;I-Semplice_chimico
);I-Semplice_chimico
peptide;I-Semplice_chimico
""",""";O
Su;O
metastasi;O
in;O
GSAS;B-Cellula
/;I-Cellula
N5;I-Cellula
-;O
Inciso;O
erano;O
valutato;O
""",""";O
e;O
engrafted;O
lingua;B-Cancro
tumori;I-Cancro
erano;O
immunoistochemically;O
esaminato;O
.;O
;
Altamente;O
metastatico;O
GSAS;B-Cellula
/;I-Cellula
N3;I-Cellula
e;O
N5;B-Cellula
cellule;I-Cellula
mostrato;O
un;O
migliorato;O
Nf;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
cappabina;I-Gene_o_prodotto_genico
attività;O
""",""";O
così;O
contribuendo;O
a;O
migrazione;O
""",""";O
invasione;O
""",""";O
e;O
un;O
povero;O
prognosi;O
rispetto;O
il;O
genitore;O
cellule;B-Cellula
.;O
;
""",""";O
il;O
espressione;O
livelli;O
di;O
Nf;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
cappabina;I-Gene_o_prodotto_genico
-;O
regolato;O
metastasi;O
-;O
imparentato;O
molecole;O
""",""";O
tale;O
come;O
fibronectina;B-Gene_o_prodotto_genico
""",""";O
beta1;B-Gene_o_prodotto_genico
integin;I-Gene_o_prodotto_genico
""",""";O
Mmp;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
""",""";O
-;B-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
""",""";O
-;B-Gene_o_prodotto_genico
9;I-Gene_o_prodotto_genico
""",""";O
e;O
-;B-Gene_o_prodotto_genico
14;I-Gene_o_prodotto_genico
""",""";O
e;O
VEGF;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
C;I-Gene_o_prodotto_genico
""",""";O
erano;O
upregolato;O
in;O
il;O
altamente;O
metastatico;O
cellule;B-Cellula
.;O
;
Il;O
Nbd;B-Semplice_chimico
peptide;I-Semplice_chimico
soppresso;O
metastasi;O
e;O
lingua;B-Cancro
tumore;I-Cancro
crescita;O
in;O
GSAS;B-Cellula
/;I-Cellula
N5;I-Cellula
-;O
inoculato;O
""",""";O
e;O
era;O
accompagnato;O
di;O
il;O
downregolazione;O
di;O
il;O
Nf;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
cappabina;I-Gene_o_prodotto_genico
-;O
regolato;O
metastasi;O
-;O
imparentato;O
molecole;O
in;O
Inciso;O
lingua;B-Cancro
tumori;I-Cancro
.;O
;
risultati;O
suggerire;O
Quello;O
il;O
selettivo;O
inibizione;O
di;O
Nf;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
cappabina;I-Gene_o_prodotto_genico
Attivazione;O
di;O
Nbd;B-Semplice_chimico
peptide;I-Semplice_chimico
può;O
fornire;O
un;O
efficace;O
approccio;O
per;O
il;O
trattamento;O
di;O
altamente;O
metastatico;O
OSCC;B-Cancro
.;O
;
beta;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
catenina;I-Gene_o_prodotto_genico
segnalazione;O
controlli;O
metastasi;O
in;O
Braf;B-Gene_o_prodotto_genico
-;O
attivato;O
Pten;B-Gene_o_prodotto_genico
-;O
carente;O
melanomi;B-Cancro
.;O
;
Maligno;B-Cancro
melanoma;I-Cancro
è;O
caratterizzato;O
di;O
frequente;O
metastasi;O
""",""";O
però;O
""",""";O
specifica;O
Quello;O
regolare;O
questo;O
processi;O
avere;O
non;O
stato;O
chiaramente;O
delineato;O
.;O
;
Sebbene;O
esso;O
è;O
bene;O
conosciuto;O
Quello;O
Wnt;B-Gene_o_prodotto_genico
segnalazione;O
è;O
frequentemente;O
disregolato;O
in;O
melanoma;B-Cancro
""",""";O
il;O
funzionale;O
implicazioni;O
di;O
questo;O
osservazione;O
sono;O
.;O
;
Di;O
modulante;O
beta;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
catenina;I-Gene_o_prodotto_genico
livelli;O
in;O
un;O
topo;B-Organismo
modello;O
di;O
melanoma;B-Cancro
Quello;O
è;O
basato;O
Su;O
melanociti;B-Cellula
-;O
specifica;O
Pten;B-Gene_o_prodotto_genico
perdita;O
e;O
Braf;B-Gene_o_prodotto_genico
(;O
V600e;B-Aminoacido
);O
mutazione;O
""",""";O
noi;O
dimostrare;O
Quello;O
beta;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
catenina;I-Gene_o_prodotto_genico
è;O
un;O
centrale;O
mediatore;O
di;O
melanoma;B-Cancro
metastasi;O
a;O
il;O
linfa;B-Struttura_multi-tessuto
nodi;I-Struttura_multi-tessuto
e;O
polmoni;B-Organo
.;O
;
In;O
aggiunta;O
a;O
alterazione;O
metastasi;O
""",""";O
beta;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
catenina;I-Gene_o_prodotto_genico
livelli;O
controllo;O
tumore;B-Cancro
differenziazione;O
e;O
regolare;O
entrambi;O
Materno;B-Gene_o_prodotto_genico
/;O
Erk;B-Gene_o_prodotto_genico
e;O
Pi3k;B-Gene_o_prodotto_genico
/;O
Akt;B-Gene_o_prodotto_genico
segnalazione;O
.;O
;
Altamente;O
metastatico;O
tumori;B-Cancro
beta;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
catenina;I-Gene_o_prodotto_genico
stabilizzazione;O
sono;O
molto;O
simile;O
a;O
un;O
sottoinsieme;O
di;O
umano;B-Organismo
melanomi;B-Cancro
.;O
;
Insieme;O
queste;O
reperti;O
stabilire;O
Wnt;B-Gene_o_prodotto_genico
segnalazione;O
come;O
un;O
metastasi;O
regolatore;O
in;O
melanoma;B-Cancro
.;O
;
Mitocondriale;B-Componente_cellulare
apoptosi;O
e;O
Fak;B-Gene_o_prodotto_genico
segnalazione;O
interruzione;O
di;O
un;O
romanzo;O
istone;B-Gene_o_prodotto_genico
deacetilasi;I-Gene_o_prodotto_genico
inibitore;O
""",""";O
Httb;B-Semplice_chimico
""",""";O
in;O
antitrumore;B-Cancro
e;O
antimetastatico;O
topo;B-Organismo
Modelli;O
.;O
;
SFONDO;O
:;O
Composto;O
targeting;O
istone;B-Gene_o_prodotto_genico
deacetilasi;I-Gene_o_prodotto_genico
(;O
HDAC;B-Gene_o_prodotto_genico
);O
rappresenta;O
un;O
nuovo;O
era;O
in;O
molecolare;O
cancro;B-Cancro
terapeutica;O
.;O
;
però;O
""",""";O
efficace;O
HDAC;B-Gene_o_prodotto_genico
inibitori;O
per;O
il;O
trattamento;O
di;O
solido;B-Cancro
tumori;I-Cancro
restarsi;O
a;O
essere;O
sviluppato;O
.;O
;
METODOLOGIA;O
/;O
PRINCIPALE;O
Reperti;O
:;O
Qui;O
""",""";O
noi;O
proporre;O
un;O
romanzo;O
HDAC;B-Gene_o_prodotto_genico
inibitore;O
""",""";O
n;B-Semplice_chimico
-;I-Semplice_chimico
Hydroxy;I-Semplice_chimico
-;I-Semplice_chimico
4;I-Semplice_chimico
-;I-Semplice_chimico
(;I-Semplice_chimico
4;I-Semplice_chimico
-;I-Semplice_chimico
fenilbutiryl;I-Semplice_chimico
-;I-Semplice_chimico
amino;I-Semplice_chimico
);I-Semplice_chimico
benzamide;I-Semplice_chimico
(;O
Httb;B-Semplice_chimico
);O
""",""";O
come;O
un;O
potenziale;O
chemioterapico;O
droga;O
per;O
solido;B-Cancro
tumori;I-Cancro
.;O
;
Il;O
HDAC;B-Gene_o_prodotto_genico
inibizione;O
di;O
Httb;B-Semplice_chimico
era;O
confermato;O
usando;O
HDAC;B-Gene_o_prodotto_genico
attività;O
dosaggio;O
.;O
;
Il;O
antiproliferativo;O
e;O
anti;O
-;O
migratorio;O
meccanismi;O
di;O
Httb;B-Semplice_chimico
erano;O
indagato;O
di;O
cellula;B-Cellula
proliferazione;O
""",""";O
flusso;O
citometria;O
""",""";O
Dna;B-Componente_cellulare
""",""";O
Caspase;B-Gene_o_prodotto_genico
attività;O
""",""";O
Rho;B-Gene_o_prodotto_genico
attività;O
""",""";O
F;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
actina;I-Gene_o_prodotto_genico
polimerizzazione;O
""",""";O
e;O
gelatina;O
-;O
zymography;O
per;O
matrice;B-Gene_o_prodotto_genico
metalloproteinases;I-Gene_o_prodotto_genico
(;O
Mps;B-Gene_o_prodotto_genico
);O
.;O
;
tumore;B-Cancro
xenograft;I-Cancro
e;O
sperimentale;O
metastasi;O
modello;O
erano;O
Usato;O
a;O
valutare;O
Effetti;O
Su;O
tumore;B-Cancro
crescita;O
e;O
metastasi;O
.;O
;
risultati;O
indicato;O
Quello;O
Httb;B-Semplice_chimico
era;O
un;O
padella;O
-;O
HDAC;B-Gene_o_prodotto_genico
inibitore;O
in;O
soppressione;O
cellula;B-Cellula
Viabilità;O
di;O
polmone;B-Cellula
cancro;I-Cellula
cellule;I-Cellula
ma;O
non;O
di;O
il;O
normale;B-Cellula
polmone;I-Cellula
cellule;I-Cellula
.;O
;
Su;O
Httb;B-Semplice_chimico
trattamento;O
""",""";O
cellula;B-Cellula
ciclo;O
arresto;O
era;O
indotto;O
e;O
successivamente;O
guidato;O
a;O
mitocondri;B-Componente_cellulare
-;O
mediato;O
apoptosi;O
.;O
;
Httb;B-Semplice_chimico
interrotto;O
F;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
actina;I-Gene_o_prodotto_genico
dinamica;O
attraverso;O
downregulating;O
Rhoa;B-Gene_o_prodotto_genico
attività;O
.;O
;
Inoltre;O
""",""";O
Httb;B-Semplice_chimico
inibito;O
attività;O
di;O
MMP2;B-Gene_o_prodotto_genico
e;O
MMP9;B-Gene_o_prodotto_genico
""",""";O
ridotto;O
integin;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
beta1;I-Gene_o_prodotto_genico
/;O
focale;B-Gene_o_prodotto_genico
adesione;I-Gene_o_prodotto_genico
complesso;I-Gene_o_prodotto_genico
formazione;O
e;O
diminuito;O
pericellulare;O
poli;O
-;O
fibronectina;B-Gene_o_prodotto_genico
Assemblee;O
.;O
;
Finalmente;O
""",""";O
intraperitoneale;B-Entità_anatomica_immateriale
iniezione;O
o;O
orale;B-Suddivisione_organismo
amministrazione;O
di;O
Httb;B-Semplice_chimico
efficientemente;O
inibito;O
A549;B-Cancro
xenograft;I-Cancro
tumore;I-Cancro
crescita;O
in;O
vivo;O
lato;O
Effetti;O
.;O
;
Httb;B-Semplice_chimico
ritardato;O
polmone;B-Organo
metastasi;O
di;O
4t1;O
topo;B-Organismo
Seno;O
cancro;O
cellule;O
.;O
;
Acetilazione;O
di;O
istone;B-Gene_o_prodotto_genico
e;O
non;O
-;O
istone;B-Gene_o_prodotto_genico
proteine;O
""",""";O
induzione;O
di;O
apoptotico;O
-;O
imparentato;O
proteine;O
e;O
de;O
-;O
fosforilazione;O
di;O
focale;B-Gene_o_prodotto_genico
adesione;I-Gene_o_prodotto_genico
chinasi;I-Gene_o_prodotto_genico
erano;O
confermato;O
in;O
trattati;O
.;O
;
Conclusioni;O
/;O
SIGNIFICATO;O
:;O
Queste;O
risultati;O
suggerito;O
Quello;O
intrinseco;O
apoptotico;O
sentiero;O
può;O
coinvolgere;O
in;O
anti;O
-;O
tumore;B-Cancro
crescita;O
Effetti;O
di;O
Httb;B-Semplice_chimico
in;O
polmone;B-Cellula
cancro;I-Cellula
cellule;I-Cellula
.;O
;
Httb;B-Semplice_chimico
soppressi;O
tumore;B-Cancro
metastasi;O
attraverso;O
inibizione;O
di;O
integin;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
beta1;I-Gene_o_prodotto_genico
/;O
Fak;B-Gene_o_prodotto_genico
/;O
Mmp;B-Gene_o_prodotto_genico
/;O
Rhoa;B-Gene_o_prodotto_genico
/;O
F;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
actina;I-Gene_o_prodotto_genico
percorsi;O
.;O
;
Noi;O
avere;O
fornito;O
convincente;O
preclinico;O
prova;O
Quello;O
Httb;B-Semplice_chimico
è;O
un;O
potente;O
HDAC;B-Gene_o_prodotto_genico
mirata;O
inibitore;O
e;O
è;O
così;O
un;O
promettente;O
candidato;O
per;O
polmone;B-Cancro
cancro;I-Cancro
chemioterapia;O
.;O
;
Espressione;O
di;O
Her2;B-Gene_o_prodotto_genico
e;O
Bradykinin;B-Gene_o_prodotto_genico
B1;I-Gene_o_prodotto_genico
recettori;I-Gene_o_prodotto_genico
in;O
precursore;B-Formazione_patologica
lesioni;I-Formazione_patologica
di;O
cistifellea;B-Cancro
carcinoma;I-Cancro
.;O
;
SCOPO;O
:;O
Per;O
determinare;O
il;O
espressione;O
di;O
Her2;B-Gene_o_prodotto_genico
e;O
Bradykinin;B-Gene_o_prodotto_genico
B;I-Gene_o_prodotto_genico
(;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
);I-Gene_o_prodotto_genico
recettori;I-Gene_o_prodotto_genico
(;O
B;B-Gene_o_prodotto_genico
(;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
);I-Gene_o_prodotto_genico
R;I-Gene_o_prodotto_genico
);O
in;O
il;O
Due;O
patogenico;O
Modelli;O
di;O
cistifellea;B-Cancro
cancro;I-Cancro
:;O
il;O
metaplasia;B-Cancro
-;I-Cancro
displasia;I-Cancro
-;I-Cancro
carcinoma;I-Cancro
e;O
il;O
adenoma;B-Cancro
-;I-Cancro
carcinoma;I-Cancro
percorsi;O
.;O
;
Metodi;O
:;O
Recettore;O
proteine;O
erano;O
visualizzato;O
di;O
immunoistochimica;O
Su;O
5;O
-;O
mamma;O
sezioni;B-Struttura_multi-tessuto
di;O
paraffina;O
-;O
inserito;O
.;O
;
Espressione;O
di;O
entrambi;O
recettori;O
era;O
studiato;O
in;O
biopsia;B-Cancro
campioni;I-Cancro
92;O
pazienti;B-Organismo
(;O
6;O
maschi;O
e;O
86;O
femmine;O
";";O
età;O
ranging;O
28;O
a;O
86;O
anni;O
""",""";O
Significare;O
56;O
anni;O
);O
.;O
;
Alto;O
Her2;B-Gene_o_prodotto_genico
espressione;O
in;O
campioni;B-Cancro
era;O
inoltre;O
indagato;O
di;O
fluorescenza;O
in;O
situ;O
ibridazione;O
.;O
;
Cellula;B-Cellula
proliferazione;O
in;O
ogni;O
campione;O
era;O
valutato;O
di;O
usando;O
il;O
Ki;O
-;O
67;O
proliferazione;O
marcatore;O
.;O
;
Risultati;O
:;O
Her2;B-Gene_o_prodotto_genico
recettore;I-Gene_o_prodotto_genico
proteina;O
era;O
assente;O
in;O
adenomas;B-Cancro
e;O
in;O
normale;O
cistifellea;B-Tessuto
epitelio;I-Tessuto
.;O
;
Sopra;O
il;O
contrario;O
""",""";O
là;O
era;O
intenso;O
macchiatura;O
per;O
Her2;B-Gene_o_prodotto_genico
Su;O
il;O
basolaterale;B-Componente_cellulare
membrana;I-Componente_cellulare
di;O
epiteliale;B-Cellula
cellule;I-Cellula
di;O
intestinale;B-Cancro
metaplasia;I-Cancro
(;O
22;O
/;O
24;O
";";O
91;O
.;O
7;O
%;O
);O
e;O
carcinoma;B-Cancro
in;O
situ;O
(;O
9;O
/;O
10;O
";";O
90;O
%;O
);O
""",""";O
il;O
lesioni;B-Formazione_patologica
Quello;O
visualizzato;O
un;O
alto;O
proliferazione;O
indice;O
.;O
;
Proteina;O
su;O
-;O
regolamento;O
di;O
Her2;B-Gene_o_prodotto_genico
in;O
il;O
epitelio;B-Tessuto
metaplasia;B-Cancro
o;O
carcinoma;B-Cancro
in;O
situ;O
era;O
non;O
accompagnato;O
di;O
Her2;B-Gene_o_prodotto_genico
gene;O
amplificazione;O
.;O
;
UN;O
simile;O
risultato;O
era;O
osservato;O
in;O
invasivo;B-Cancro
carcinomi;I-Cancro
(;O
0;O
/;O
12;O
);O
.;O
;
Il;O
B;B-Gene_o_prodotto_genico
(;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
);I-Gene_o_prodotto_genico
R;I-Gene_o_prodotto_genico
distribuzione;O
modello;O
rispecchiato;O
Quello;O
di;O
Her2;B-Gene_o_prodotto_genico
tranne;O
Quello;O
B;B-Gene_o_prodotto_genico
(;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
);I-Gene_o_prodotto_genico
R;I-Gene_o_prodotto_genico
era;O
inoltre;O
osservato;O
in;O
il;O
adenomas;B-Cancro
.;O
;
Il;O
B;B-Gene_o_prodotto_genico
(;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
);I-Gene_o_prodotto_genico
R;I-Gene_o_prodotto_genico
apparso;O
o;O
come;O
citoplasmatico;B-Sostanza_organismo
punti;O
o;O
etichettatura;O
Su;O
il;O
apicale;B-Componente_cellulare
cellula;I-Componente_cellulare
membrana;I-Componente_cellulare
di;O
il;O
cellule;B-Cellula
Composizione;O
il;O
Epithelia;B-Tessuto
intestinale;B-Cancro
metaplasia;I-Cancro
(;O
24;O
/;O
24;O
";";O
100;O
%;O
);O
e;O
carcinoma;B-Cancro
in;I-Cancro
situ;I-Cancro
(;O
10;O
/;O
10;O
";";O
100;O
%;O
);O
e;O
in;O
il;O
epiteliale;B-Cellula
cellule;I-Cellula
di;O
adenomas;B-Cancro
.;O
;
In;O
contrasto;O
""",""";O
entrambi;O
Her2;B-Gene_o_prodotto_genico
(;O
4;O
/;O
12;O
";";O
33;O
%;O
);O
e;O
B;B-Gene_o_prodotto_genico
(;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
);I-Gene_o_prodotto_genico
R;I-Gene_o_prodotto_genico
(;O
1;O
/;O
12;O
";";O
8;O
.;O
3;O
%;O
);O
mostrato;O
un;O
basso;O
espressione;O
in;O
invasivo;B-Cancro
cistifellea;I-Cancro
carcinomi;I-Cancro
.;O
;
CONCLUSIONE;O
:;O
Il;O
su;O
-;O
regolamento;O
di;O
Her2;B-Gene_o_prodotto_genico
e;O
B;B-Gene_o_prodotto_genico
(;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
);I-Gene_o_prodotto_genico
R;I-Gene_o_prodotto_genico
in;O
precursore;B-Formazione_patologica
lesioni;I-Formazione_patologica
di;O
cistifellea;B-Cancro
carcinoma;I-Cancro
suggerisce;O
attraverso;O
-;O
parlare;O
tra;O
queste;O
Due;O
recettori;O
Quello;O
può;O
essere;O
di;O
importanza;O
in;O
il;O
modulazione;O
di;O
cellula;B-Cellula
proliferazione;O
in;O
cistifellea;B-Organo
carcinogenesi;O
.;O
;
Espressione;O
di;O
fibroblasto;I-Gene_o_prodotto_genico
crescita;I-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
in;O
normale;O
umano;B-Organismo
tessuti;B-Tessuto
.;O
;
Il;O
distribuzione;O
di;O
fibroblasto;I-Gene_o_prodotto_genico
crescita;I-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
(;O
BFGF;B-Gene_o_prodotto_genico
);O
era;O
studiato;O
immunoistochemically;O
in;O
fresco;O
congelato;O
sezioni;O
di;O
normale;O
umano;B-Organismo
tessuti;B-Tessuto
.;O
;
Immunodetection;O
era;O
eseguita;O
un;O
specifica;O
anti;O
-;O
BFGF;B-Gene_o_prodotto_genico
topo;B-Organismo
monoclonale;O
