tokens;ner_tags
-;I-Gene_o_prodotto_genico
R;I-Gene_o_prodotto_genico
o;O
Sua;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
/;O
neu;B-Gene_o_prodotto_genico
""",""";O
il;O
utilizzo;O
di;O
anti;O
-;O
senso;O
oligonucleotidi;O
e;O
oligodexynucleotidi;O
""",""";O
e;O
il;O
applicazione;O
di;O
tirosina;B-Gene_o_prodotto_genico
chinasi;I-Gene_o_prodotto_genico
e;O
proteina;B-Gene_o_prodotto_genico
C;I-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
chinasi;I-Gene_o_prodotto_genico
inibitori;O
sono;O
attualmente;O
essendo;O
indagato;O
.;O
;
Umano;B-Organismo
citomegalovirus;I-Organismo
elevate;O
livelli;O
di;O
il;O
cellulare;B-Cellula
proteina;O
P53;B-Gene_o_prodotto_genico
in;O
infetto;O
fibroblasti;B-Cellula
.;O
;
Umano;B-Organismo
citomegalovirus;I-Organismo
(;O
Hcmv;B-Organismo
);O
""",""";O
Come;O
Altro;O
Dna;B-Componente_cellulare
tumore;B-Cancro
virus;O
""",""";O
induce;O
morfologico;O
trasformazione;O
di;O
cellule;B-Cellula
in;O
vitro;O
e;O
stimola;O
ospite;O
cellula;B-Cellula
Macromolecular;O
sintesi;O
in;O
infetto;O
cellule;B-Cellula
.;O
;
Altro;O
Dna;B-Componente_cellulare
tumore;B-Cancro
virus;O
""",""";O
tale;O
come;O
simiano;B-Organismo
virus;I-Organismo
40;I-Organismo
e;O
adenovirus;B-Organismo
""",""";O
avere;O
stato;O
mostrato;O
a;O
interagire;O
cellulare;B-Cellula
proteina;O
P53;B-Gene_o_prodotto_genico
""",""";O
noi;O
indagato;O
se;O
infezione;O
di;O
cellule;B-Cellula
di;O
Hcmv;B-Organismo
voluto;O
modulare;O
cellulare;B-Cellula
P53;B-Gene_o_prodotto_genico
livelli;O
.;O
;
risultati;O
indicare;O
Quello;O
Hcmv;B-Organismo
elevate;O
cellulare;B-Cellula
P53;B-Gene_o_prodotto_genico
livelli;O
Su;O
il;O
ordine;O
di;O
10;O
-;O
a;O
20;O
-;O
piega;O
in;O
infetto;O
fibroblasti;B-Cellula
.;O
;
Il;O
induzione;O
di;O
elevato;O
P53;B-Gene_o_prodotto_genico
livelli;O
era;O
dipendente;O
su;O
il;O
presenza;O
di;O
attivo;O
virus;O
e;O
era;O
prevenuto;O
di;O
neutralizzante;O
anticorpo;O
.;O
;
Il;O
induzione;O
di;O
elevato;O
P53;B-Gene_o_prodotto_genico
livelli;O
era;O
determinato;O
non;O
a;O
essere;O
dovuto;O
a;O
virus;O
-;O
recettore;O
interazioni;O
o;O
Hcmv;B-Organismo
tardi;O
eventi;O
.;O
;
Il;O
induzione;O
di;O
elevato;O
P53;B-Gene_o_prodotto_genico
livelli;O
avviato;O
a;O
immediato;O
-;O
presto;O
volte;O
di;O
il;O
Hcmv;B-Organismo
moltiplicazione;O
ciclo;O
(;O
6;O
h;O
Postinfezione;O
);O
e;O
raggiunto;O
massimale;O
livelli;O
di;O
24;O
h;O
Postinfezione;O
""",""";O
prima;O
di;O
il;O
Hcmv;B-Organismo
Dna;B-Componente_cellulare
sintesi;O
era;O
avviato;O
.;O
;
Hcmv;B-Organismo
immediato;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
presto;I-Gene_o_prodotto_genico
proteine;I-Gene_o_prodotto_genico
erano;O
chiaramente;O
mostrato;O
a;O
essere;O
responsabile;O
per;O
elevatore;O
P53;B-Gene_o_prodotto_genico
livelli;O
in;O
infetto;O
fibroblasti;B-Cellula
";";O
espressione;O
di;O
Hcmv;B-Organismo
immediato;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
presto;I-Gene_o_prodotto_genico
regione;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
e;O
2;B-Gene_o_prodotto_genico
proteine;O
risultato;O
in;O
elevazione;O
di;O
P53;B-Gene_o_prodotto_genico
livelli;O
in;O
trasfettato;O
umano;B-Organismo
fibroblasti;B-Cellula
.;O
;
Questo;O
è;O
il;O
primo;O
rapporto;O
di;O
P53;B-Gene_o_prodotto_genico
livelli;O
causato;O
di;O
Hcmv;B-Organismo
in;O
infetto;O
fibroblasti;B-Cellula
.;O
;
h;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
ras;I-Gene_o_prodotto_genico
mutazioni;O
in;O
umano;B-Organismo
pituitario;B-Cancro
carcinoma;I-Cancro
metastasi;O
.;O
;
Molecolare;O
meccanismi;O
di;O
pituitario;B-Organo
tumorigenesi;O
erano;O
studiato;O
usando;O
Polimerasi;O
catena;O
reazione;O
-;O
separare;O
incagliato;O
Conformazione;O
polimorfismo;O
Dna;O
sequenziamento;O
a;O
identificare;O
potenziale;O
mutazioni;O
in;O
il;O
ras;B-Gene_o_prodotto_genico
protooncogenes;O
e;O
il;O
tumore;B-Cancro
soppressore;O
gene;O
P53;B-Gene_o_prodotto_genico
in;O
invasivo;B-Cancro
pituitario;I-Cancro
adenomas;I-Cancro
e;O
carcinomi;B-Cancro
.;O
;
Sequenziamento;O
di;O
esons;O
5;O
attraverso;O
8;O
di;O
il;O
P53;B-Gene_o_prodotto_genico
gene;O
rivelato;O
no;O
mutazioni;O
""",""";O
né;O
erano;O
mutazioni;O
rilevato;O
in;O
il;O
n;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
o;O
K;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
ras;I-Gene_o_prodotto_genico
protooncogenes;O
in;O
quattro;O
di;O
il;O
carcinomi;B-Cancro
e;O
rispettivo;O
metastatico;O
depositi;B-Cancro
.;O
;
Punto;O
mutazioni;O
di;O
h;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
ras;I-Gene_o_prodotto_genico
però;O
""",""";O
erano;O
identificato;O
in;O
tre;O
distante;O
metastatico;O
pituitario;B-Cancro
tumore;I-Cancro
secondario;I-Cancro
""",""";O
ma;O
non;O
in;O
rispettivo;O
primario;B-Cancro
pituitario;I-Cancro
carcinomi;I-Cancro
""",""";O
o;O
in;O
sei;O
invasivo;O
adenomas;B-Cancro
.;O
;
Due;O
di;O
il;O
mutazioni;O
incluso;O
un;O
G;B-Semplice_chimico
a;O
C;B-Semplice_chimico
sostituzione;O
a;O
codone;O
12;O
""",""";O
e;O
un;O
G;B-Semplice_chimico
a;O
UN;B-Semplice_chimico
sostituzione;O
a;O
codone;O
18;O
""",""";O
risultante;O
in;O
un;O
glicina;B-Aminoacido
a;O
arginina;B-Aminoacido
""",""";O
e;O
un;O
alanina;B-Aminoacido
a;O
treonina;B-Aminoacido
modificare;O
a;O
queste;O
amino;B-Aminoacido
acidi;I-Aminoacido
""",""";O
rispettivamente;O
.;O
;
UN;O
Terzo;O
mutazione;O
coinvolto;O
un;O
separare;O
base;O
coppia;O
(;O
adenine;B-Semplice_chimico
);O
cancellazione;O
in;O
codone;O
3;O
di;O
h;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
ras;I-Gene_o_prodotto_genico
quale;O
cause;O
un;O
portafoto;O
spostare;O
""",""";O
risultante;O
in;O
un;O
risoluzione;O
segnale;O
a;O
codone;O
19;O
.;O
;
Queste;O
risultati;O
suggerire;O
Quello;O
punto;O
mutazioni;O
in;O
P53;B-Gene_o_prodotto_genico
e;O
ras;B-Gene_o_prodotto_genico
sono;O
non;O
associato;O
pituitario;B-Organo
tumorigenesi;O
""",""";O
però;O
""",""";O
punto;O
mutazioni;O
di;O
il;O
h;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
ras;I-Gene_o_prodotto_genico
gene;O
Maggio;O
essere;O
importante;O
in;O
il;O
formazione;O
e;O
o;O
crescita;O
di;O
pituitario;B-Cancro
metastasi;I-Cancro
.;O
;
Questo;O
osservato;O
genomico;O
instabilità;O
volere;O
essere;O
di;O
valore;O
in;O
predisposizione;O
il;O
potenziale;O
metastatico;O
comportamento;O
di;O
queste;O
aggressivo;O
pituitario;B-Cancro
tumori;I-Cancro
.;O
;
Sovraespressione;O
di;O
Glut;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
glucosio;B-Semplice_chimico
trasportatore;O
in;O
umano;B-Organismo
Seno;B-Cancro
cancro;I-Cancro
.;O
;
Un;O
immunoistochimico;O
studio;O
.;O
;
SFONDO;O
:;O
Seno;B-Cancro
Canceri;I-Cancro
avere;O
di;O
normale;O
glucosio;B-Semplice_chimico
metabolismo;O
""",""";O
ma;O
il;O
meccanismo;O
di;O
glucosio;B-Semplice_chimico
iscrizione;O
in;O
queste;O
tumori;B-Cancro
è;O
non;O
bene;O
inteso;O
.;O
;
Metodi;O
:;O
Il;O
espressione;O
di;O
cinque;O
facilitativo;O
glucosio;B-Semplice_chimico
trasportatori;O
""",""";O
Glut;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
(;O
erythrocyte;B-Cellula
genere;O
);O
""",""";O
Glut;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
(;O
fegato;B-Organo
genere;O
);O
""",""";O
Glut;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
3;I-Gene_o_prodotto_genico
(;O
cervello;B-Organo
genere;O
);O
""",""";O
Glut;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
4;I-Gene_o_prodotto_genico
(;O
muscolo;B-Organo
/;O
Grasso;B-Tessuto
genere;O
);O
""",""";O
e;O
Glut;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
5;I-Gene_o_prodotto_genico
(;O
piccolo;B-Organo
intestino;I-Organo
genere;O
);O
""",""";O
era;O
studiato;O
di;O
immunoistochimica;O
di;O
paraffina;B-Semplice_chimico
sezioni;B-Tessuto
12;O
primario;O
umano;B-Organismo
Seno;B-Cancro
Canceri;I-Cancro
e;O
8;O
linfa;B-Cancro
nodo;I-Cancro
metastasi;I-Cancro
2;O
pazienti;B-Organismo
.;O
;
Ratto;B-Organismo
tessuti;B-Tessuto
conosciuto;O
a;O
esprimere;O
queste;O
glucosio;B-Semplice_chimico
trasportatori;O
erano;O
Usato;O
come;O
controlli;O
.;O
;
Risultati;O
:;O
Tutto;O
il;O
primario;O
Seno;B-Cancro
Canceri;I-Cancro
e;O
il;O
linfa;B-Cancro
nodo;I-Cancro
metastasi;I-Cancro
erano;O
positivo;O
per;O
Glut;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
.;O
;
Questo;O
trasportatore;O
era;O
espresso;O
Su;O
il;O
cellula;B-Componente_cellulare
membrana;I-Componente_cellulare
e;O
in;O
il;O
citoplasma;B-Sostanza_organismo
di;O
il;O
tumore;B-Cellula
cellule;I-Cellula
""",""";O
ma;O
esibito;O
segnato;O
intrattumoralo;B-Cancro
e;O
interturmoral;B-Cancro
variabilità;O
in;O
il;O
proporzioni;O
di;O
positivo;O
cellule;B-Cellula
e;O
il;O
intensità;O
di;O
macchiatura;O
.;O
;
Macchiatura;O
di;O
il;O
normale;O
mammario;B-Tessuto
epitelio;I-Tessuto
""",""";O
Se;O
regalo;O
""",""";O
era;O
tanto;O
inferiore;O
di;O
osservato;O
in;O
tumore;B-Cellula
cellule;I-Cellula
il;O
stesso;O
paziente;B-Organismo
.;O
;
Glut;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
era;O
espresso;O
in;O
Tutti;O
di;O
il;O
tumori;B-Cancro
""",""";O
ma;O
il;O
intensità;O
di;O
macchiatura;O
era;O
non;O
costantemente;O
di;O
Quello;O
visto;O
in;O
sano;B-Tessuto
Seno;I-Tessuto
.;O
;
Cluster;O
di;O
Glut;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
4;I-Gene_o_prodotto_genico
-;O
positivo;O
granulo;O
erano;O
osservato;O
in;O
cellule;B-Cellula
in;O
sei;O
di;O
il;O
tumori;B-Cancro
.;O
;
Nessuno;O
di;O
il;O
tumori;B-Cancro
o;O
il;O
sano;B-Tessuto
Seno;I-Tessuto
in;O
il;O
tessuti;B-Tessuto
studiato;O
espresso;O
Glut;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
3;I-Gene_o_prodotto_genico
o;O
Glut;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
5;I-Gene_o_prodotto_genico
.;O
;
Conclusioni;O
:;O
espressione;O
di;O
il;O
glucosio;B-Semplice_chimico
trasportatore;O
Glut;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
di;O
Seno;B-Cellula
cancro;I-Cellula
cellule;I-Cellula
rispetto;O
il;O
sano;B-Tessuto
Seno;I-Tessuto
è;O
Comune;O
.;O
;
glucosio;B-Semplice_chimico
trasportatore;O
proteina;O
espressione;O
Maggio;O
contribuire;O
a;O
il;O
uptake;O
di;O
2;B-Semplice_chimico
-;I-Semplice_chimico
[;I-Semplice_chimico
18f;I-Semplice_chimico
];I-Semplice_chimico
-;I-Semplice_chimico
fluoro;I-Semplice_chimico
-;I-Semplice_chimico
2;I-Semplice_chimico
-;I-Semplice_chimico
dexy;I-Semplice_chimico
-;I-Semplice_chimico
D;I-Semplice_chimico
-;I-Semplice_chimico
glucosio;I-Semplice_chimico
(;O
);O
di;O
queste;O
tumori;B-Cancro
osservato;O
di;O
positrone;O
emissione;O
tomografia;O
(;O
);O
imaging;O
.;O
;
Alto;O
densità;O
di;O
somatostatina;B-Gene_o_prodotto_genico
recettori;I-Gene_o_prodotto_genico
in;O
vene;B-Struttura_multi-tessuto
circostante;O
umano;B-Organismo
cancro;B-Tessuto
:;O
ruolo;O
in;O
tumore;B-Cancro
-;O
ospite;O
interazione;O
?;O
;
Somatostatina;B-Gene_o_prodotto_genico
recettori;I-Gene_o_prodotto_genico
erano;O
rilevato;O
in;O
Peritumoral;B-Struttura_multi-tessuto
vene;I-Struttura_multi-tessuto
di;O
Varie;O
umano;B-Organismo
cancro;B-Tessuto
campioni;I-Tessuto
.;O
;
Vascolare;B-Tessuto
e;O
neoplastico;B-Tessuto
14;O
colonic;B-Cancro
adenocarcinomi;I-Cancro
""",""";O
13;O
carcinoidi;B-Cancro
""",""";O
6;O
renale;B-Cancro
-;I-Cancro
cellula;I-Cancro
carcinomi;I-Cancro
e;O
7;O
maligno;B-Cancro
linfomi;I-Cancro
erano;O
analizzato;O
per;O
somatostatina;B-Gene_o_prodotto_genico
recettori;I-Gene_o_prodotto_genico
di;O
utilizzo;O
di;O
quantitativo;O
recettore;O
Autoradiografia;O
.;O
;
In;O
colonic;B-Cancro
carcinoma;I-Cancro
campioni;I-Cancro
""",""";O
il;O
Peritumoral;B-Struttura_multi-tessuto
navi;I-Struttura_multi-tessuto
espresso;O
un;O
alto;O
densità;O
di;O
somatostatina;B-Gene_o_prodotto_genico
recettori;I-Gene_o_prodotto_genico
""",""";O
invece;O
il;O
neoplastico;B-Tessuto
si;O
era;O
recettore;O
-;O
negativo;O
in;O
molti;O
casi;O
.;O
;
In;O
contrasto;O
""",""";O
il;O
incidenza;O
e;O
densità;O
di;O
somatostatina;B-Gene_o_prodotto_genico
recettori;I-Gene_o_prodotto_genico
in;O
Peritumoral;B-Struttura_multi-tessuto
navi;I-Struttura_multi-tessuto
era;O
basso;O
in;O
bene;O
-;O
differenziato;O
gastrointestinale;B-Cancro
e;O
bronchiale;B-Cancro
carcinoidi;I-Cancro
""",""";O
in;O
contrasto;O
a;O
il;O
alto;O
densità;O
di;O
tale;O
recettori;O
in;O
il;O
carcinoide;B-Tessuto
tumore;I-Tessuto
.;O
;
Autoctono;O
navi;B-Struttura_multi-tessuto
circostante;O
Altro;O
tumori;B-Cancro
tale;O
come;O
renale;B-Cancro
-;I-Cancro
cellula;I-Cancro
carcinomi;I-Cancro
o;O
maligno;B-Cancro
linfomi;I-Cancro
anche;O
frequentemente;O
espresso;O
somatostatina;B-Gene_o_prodotto_genico
recettori;I-Gene_o_prodotto_genico
.;O
;
In;O
Tutti;O
casi;O
""",""";O
il;O
somatostatina;B-Gene_o_prodotto_genico
recettori;I-Gene_o_prodotto_genico
erano;O
localizzato;O
in;O
vene;B-Struttura_multi-tessuto
""",""";O
particolarmente;O
in;O
il;O
liscio;B-Tessuto
-;I-Tessuto
muscolo;I-Tessuto
cellula;I-Tessuto
strato;I-Tessuto
.;O
;
Essi;O
esibito;O
specifica;O
e;O
alto;O
-;O
affinità;O
legame;O
di;O
somatostatina;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
14;I-Gene_o_prodotto_genico
""",""";O
somatostatina;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
28;I-Gene_o_prodotto_genico
e;O
octreotide;B-Semplice_chimico
""",""";O
Suggerendo;O
un;O
preferenziale;O
espressione;O
di;O
il;O
Sstr2;B-Gene_o_prodotto_genico
recettore;I-Gene_o_prodotto_genico
sottotipo;O
.;O
;
il;O
navi;B-Struttura_multi-tessuto
di;O
normale;O
non;O
-;O
neoplastico;O
umano;B-Organismo
tessuti;B-Tessuto
""",""";O
E;O
.;O
G;O
.;O
di;O
intestino;B-Organo
o;O
linfatico;B-Organo
Organi;I-Organo
""",""";O
avere;O
pochi;O
somatostatina;B-Gene_o_prodotto_genico
recettori;I-Gene_o_prodotto_genico
""",""";O
il;O
somatostatina;B-Gene_o_prodotto_genico
recettore;I-Gene_o_prodotto_genico
espressione;O
in;O
Peritumoral;B-Struttura_multi-tessuto
navi;I-Struttura_multi-tessuto
osservato;O
in;O
questo;O
studio;O
Maggio;O
essere;O
collegato;O
a;O
il;O
neoplastico;O
processi;O
si;O
.;O
;
Il;O
risultati;O
suggerire;O
Quello;O
somatostatina;B-Gene_o_prodotto_genico
e;O
somatostatina;B-Gene_o_prodotto_genico
recettori;I-Gene_o_prodotto_genico
Maggio;O
un;O
Regulatory;O
ruolo;O
per;O
emodinamico;O
tumore;B-Cancro
-;O
ospite;O
interazioni;O
""",""";O
possibilmente;O
coinvolgimento;O
tumore;B-Tessuto
stroma;I-Tessuto
generazione;O
""",""";O
tumore;B-Cancro
ambiente;O
""",""";O
angiogenesi;O
e;O
""",""";O
particolarmente;O
""",""";O
vascolare;B-Struttura_multi-tessuto
drenaggio;O
di;O
scarsamente;O
differenziato;O
Neoplasms;B-Cancro
.;O
;
Sindacale;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
espressione;O
in;O
mammario;B-Cellula
epiteliale;I-Cellula
tumore;I-Cellula
cellule;I-Cellula
è;O
E;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
caderina;I-Gene_o_prodotto_genico
-;O
dipendente;O
.;O
;
E;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
caderina;I-Gene_o_prodotto_genico
è;O
un;O
Circa;B-Semplice_chimico
(;I-Semplice_chimico
2;I-Semplice_chimico
+;I-Semplice_chimico
);I-Semplice_chimico
-;O
dipendente;O
cellula;B-Cellula
-;O
cellula;B-Cellula
adesione;O
molecola;O
""",""";O
quale;O
è;O
principalmente;O
espresso;O
in;O
epiteliale;B-Cellula
cellule;I-Cellula
.;O
;
Recente;O
Studi;O
avere;O
mostrato;O
Quello;O
E;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
caderina;I-Gene_o_prodotto_genico
ha;O
un;O
importante;O
ruolo;O
come;O
un;O
invasione;O
soppressore;O
molecola;O
in;O
epiteliale;B-Cellula
tumore;I-Cellula
cellule;I-Cellula
.;O
;
syndecan;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
è;O
un;O
cellula;B-Componente_cellulare
superficie;I-Componente_cellulare
Proteoglycan;O
Quello;O
ha;O
stato;O
implicato;O
in;O
un;O
numero;O
di;O
cellulare;B-Cellula
funzioni;O
Compreso;O
cellula;B-Cellula
-;O
cellula;B-Cellula
adesione;O
""",""";O
cellula;B-Cellula
-;O
matrice;B-Componente_cellulare
ancoraggio;O
e;O
crescita;B-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
presentazione;O
per;O
segnalazione;O
recettori;O
.;O
;
Suo;O
soppressione;O
ha;O
anche;O
stato;O
mostrato;O
a;O
essere;O
associato;O
maligno;O
trasformazione;O
di;O
epiteliale;B-Cellula
cellule;I-Cellula
.;O
;
In;O
ordine;O
a;O
meglio;O
comprendere;O
il;O
coordinato;O
regolamento;O
di;O
cellula;B-Cellula
-;O
cellula;B-Cellula
e;O
cellula;B-Cellula
-;O
matrice;B-Componente_cellulare
interazioni;O
durante;O
maligno;O
trasformazione;O
""",""";O
noi;O
avere;O
studiato;O
il;O
espressione;O
di;O
sindacale;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
in;O
maligno;B-Cellula
mammario;I-Cellula
tumore;I-Cellula
cellule;I-Cellula
geneticamente;O
manipolato;O
per;O
E;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
caderina;I-Gene_o_prodotto_genico
espressione;O
.;O
;
In;O
invasivo;O
Nm;B-Cellula
-;I-Cellula
E;I-Cellula
-;I-Cellula
ras;I-Cellula
-;I-Cellula
Mac1;I-Cellula
cellule;I-Cellula
""",""";O
dove;O
E;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
caderina;I-Gene_o_prodotto_genico
era;O
parzialmente;O
downregolato;O
di;O
specifica;O
antisenso;O
Rna;O
""",""";O
sindacale;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
espressione;O
era;O
soppresso;O
.;O
;
""",""";O
transfezione;O
di;O
E;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
caderina;I-Gene_o_prodotto_genico
cDNA;I-Gene_o_prodotto_genico
in;O
invasivo;O
Nm;B-Cellula
-;I-Cellula
F;I-Cellula
-;I-Cellula
ras;I-Cellula
-;I-Cellula
Td;I-Cellula
cellule;I-Cellula
risultato;O
in;O
il;O
upregolazione;O
di;O
sindacale;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
espressione;O
in;O
associazione;O
diminuito;O
invasività;O
.;O
;
In;O
entrambi;O
casi;O
""",""";O
regolamento;O
di;O
sindacale;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
inviare;O
-;O
trascrizionalmente;O
""",""";O
da;O
sindacale;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
mRNA;O
livelli;O
invariato;O
.;O
;
Anziché;O
""",""";O
un;O
Traduttore;O
regolamento;O
è;O
suggerito;O
""",""";O
da;O
sindacale;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
nucleo;O
proteina;O
sintesi;O
era;O
E;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
caderina;I-Gene_o_prodotto_genico
dipendente;O
.;O
;
cellula;B-Cellula
adesione;O
proteina;O
""",""";O
beta;B-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
integin;I-Gene_o_prodotto_genico
era;O
non;O
ricercato;O
di;O
E;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
caderina;I-Gene_o_prodotto_genico
espressione;O
.;O
;
Il;O
dati;O
fornire;O
un;O
esempio;O
di;O
coordinato;O
in;O
il;O
espressione;O
di;O
Due;O
cellula;B-Cellula
adesione;O
molecole;O
""",""";O
sindacale;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
e;O
E;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
caderina;I-Gene_o_prodotto_genico
durante;O
epiteliale;B-Cellula
cellula;I-Cellula
trasformazione;O
.;O
;
Metastasi;O
-;O
associato;O
5t4;B-Gene_o_prodotto_genico
antigene;O
sconvolge;O
cellula;B-Cellula
-;O
cellula;B-Cellula
Contatti;O
e;O
induce;O
cellulare;B-Cellula
motilità;O
in;O
epiteliale;B-Cellula
cellule;I-Cellula
.;O
;
Il;O
5t4;B-Gene_o_prodotto_genico
antigene;O
è;O
definito;O
di;O
un;O
monoclonale;O
anticorpo;O
(;O
Mab;O
);O
specifica;O
per;O
umano;B-Organismo
Trophoblast;B-Cellula
.;O
;
Esso;O
è;O
anche;O
espresso;O
di;O
molti;O
Tipi;O
di;O
tumore;B-Cellula
cellula;I-Cellula
e;O
ha;O
stato;O
associato;O
metastasi;O
e;O
povero;O
clinico;O
risultato;O
in;O
un;O
numero;O
di;O
Canceri;B-Cancro
.;O
;
Questo;O
modello;O
di;O
espressione;O
è;O
coerente;O
un;O
meccanicistico;O
coinvolgimento;O
di;O
5t4;B-Gene_o_prodotto_genico
molecole;O
in;O
il;O
propagazione;O
di;O
cancro;B-Cellula
cellule;I-Cellula
.;O
